Protocolo ,Origem          ,Destino         ,Tamanho Médio ,Tamanho Mínimo ,Tamanho Máximo ,Soma Tamanho ,Duração Fluxo          ,Média Intervalo        ,Intervalo Mínimo       ,Intervalo Máximo       ,Taxa Média bps
TCP       ,10.50.2.42      ,108.158.194.91  ,         66.0 ,            66 ,            66 ,        1320 ,7.584577000000003      ,0.3792288500000002     ,0.00018099999999776628 ,2.202289999999998      ,     1392.299135469255
TCP       ,10.50.2.42      ,108.158.194.91  ,         74.0 ,            74 ,            74 ,         518 ,3.046236999999998      ,0.435176714285714      ,5.9000000000253294e-05 ,1.6648509999999987     ,     1360.3669051357472
TCP       ,10.50.2.42      ,108.158.194.91  ,         82.0 ,            82 ,            82 ,         984 ,1.4033289999999994     ,0.11694408333333328    ,0.00018799999999430383 ,0.6823329999999999     ,     5609.51850920205
TCP       ,10.50.2.42      ,108.158.194.91  ,         90.0 ,            90 ,            90 ,        1530 ,0.38533499999999776    ,0.02266676470588222    ,6.799999999884676e-05  ,0.26869300000000607    ,    31764.568492350994
TCP       ,10.50.2.42      ,108.158.194.91  ,       1494.0 ,          1494 ,          1494 ,        2988 ,3.3648370000000014     ,1.6824185000000007     ,3.3648370000000014     ,3.3648370000000014     ,     7104.058829595606
TCP       ,10.50.2.42      ,13.107.246.33   ,         54.0 ,            54 ,            54 ,        2700 ,15.964355999999995     ,0.3192871199999999     ,6.8999999996322e-05    ,4.260719000000002      ,     1353.0141773335552
TCP       ,10.50.2.42      ,13.107.246.33   ,         66.0 ,            66 ,            66 ,         660 ,8.609501999999999      ,0.8609501999999999     ,0.00036899999999917554 ,7.522205               ,      613.2758898249865
TCP       ,10.50.2.42      ,13.107.246.33   ,        624.0 ,           624 ,           624 ,         624 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,     4992.0
TCP       ,10.50.2.42      ,13.107.246.33   ,       1464.0 ,          1464 ,          1464 ,        4392 ,7.572645999999999      ,2.524215333333333      ,0.0007760000000018863  ,7.571869999999997      ,     4639.857719481408
TCP       ,10.50.2.42      ,13.227.126.113  ,         54.0 ,            54 ,            54 ,         270 ,0.29276500000000283    ,0.05855300000000056    ,0.004426999999999737   ,0.25776400000000166    ,     7377.931105152526
TCP       ,10.50.2.42      ,13.227.126.113  ,         66.0 ,            66 ,            66 ,         132 ,0.04701899999999881    ,0.023509499999999406   ,0.04701899999999881    ,0.04701899999999881    ,    22459.005933772023
TCP       ,10.50.2.42      ,13.227.126.113  ,         85.0 ,            85 ,            85 ,          85 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,      680.0
TCP       ,10.50.2.42      ,13.227.126.113  ,       1494.0 ,          1494 ,          1494 ,        1494 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,    11952.0
TCP       ,10.50.2.42      ,13.35.116.12    ,         54.0 ,            54 ,            54 ,         216 ,0.2936979999999991     ,0.07342449999999978    ,0.002645999999998594   ,0.1687650000000005     ,     5883.594712936435
TCP       ,10.50.2.42      ,13.35.116.12    ,         66.0 ,            66 ,            66 ,          66 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,      528.0
TCP       ,10.50.2.42      ,13.35.116.12    ,       1494.0 ,          1494 ,          1494 ,        1494 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,    11952.0
TCP       ,10.50.2.42      ,138.197.240.19  ,         54.0 ,            54 ,            54 ,         324 ,8.374172999999999      ,1.3956954999999998     ,7.80000000020209e-05   ,7.749368999999994      ,      309.52310156477546
TCP       ,10.50.2.42      ,138.197.240.19  ,         66.0 ,            66 ,            66 ,          66 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,      528.0
TCP       ,10.50.2.42      ,138.197.240.19  ,       1454.0 ,          1454 ,          1454 ,        1454 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,    11632.0
TCP       ,10.50.2.42      ,142.250.0.154   ,         54.0 ,            54 ,            54 ,         216 ,0.497212999999995      ,0.12430324999999876    ,0.042937000000002      ,0.3899769999999947     ,     3475.371721978342
TCP       ,10.50.2.42      ,142.250.0.154   ,         66.0 ,            66 ,            66 ,          66 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,      528.0
TCP       ,10.50.2.42      ,142.250.0.154   ,       1466.0 ,          1466 ,          1466 ,        1466 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,    11728.0
TCP       ,10.50.2.42      ,142.250.219.226 ,         54.0 ,            54 ,            54 ,         972 ,9.427368000000001      ,0.5237426666666667     ,8.200000000613272e-05  ,7.2083609999999965     ,      824.8325513547364
TCP       ,10.50.2.42      ,142.250.219.226 ,         66.0 ,            66 ,            66 ,         396 ,9.361906000000005      ,1.5603176666666674     ,0.0978240000000028     ,8.484353000000006      ,      338.3926307313915
TCP       ,10.50.2.42      ,142.250.219.226 ,       1466.0 ,          1466 ,          1466 ,        4398 ,9.141323               ,3.0471076666666668     ,0.6590550000000022     ,8.482267999999998      ,     3848.8958326929264
TCP       ,10.50.2.42      ,142.251.128.202 ,         54.0 ,            54 ,            54 ,        1296 ,7.009982000000001      ,0.29208258333333337    ,0.00013099999999610645 ,5.652099999999997      ,     1479.0337550082152
TCP       ,10.50.2.42      ,142.251.128.202 ,         66.0 ,            66 ,            66 ,        1056 ,0.9353899999999982     ,0.058461874999999885   ,0.00044300000000419004 ,0.22094200000000086    ,     9031.526956670497
TCP       ,10.50.2.42      ,142.251.128.202 ,         74.0 ,            74 ,            74 ,         444 ,0.6975070000000017     ,0.11625116666666695    ,4.7999999999603915e-05 ,0.4740030000000033     ,     5092.422011535356
